n_doping,p_doping,Temp,tpe,tph,vin,iout
1.60E+01,1.50E+01,350,10000000,10000000,0.25,-9.018634491
1.60E+01,1.50E+01,350,10000000,10000000,0.3,-8.344861565
1.60E+01,1.50E+01,350,10000000,10000000,0.35,-7.70333481
1.60E+01,1.50E+01,350,10000000,10000000,0.4,-7.119186408
1.60E+01,1.50E+01,350,10000000,10000000,0.45,-6.627087997
1.60E+01,1.50E+01,350,10000000,10000000,0.5,-6.241088108
1.60E+01,1.50E+01,350,10000000,10000000,0.55,-5.93930216
1.60E+01,1.50E+01,350,10000000,10000000,0.6,-5.709965389
1.60E+01,1.50E+01,350,10000000,10000000,0.65,-5.542118103
1.60E+01,1.50E+01,350,10000000,10000000,0.7,-5.4225082
1.60E+01,1.50E+01,350,10000000,10000000,0.75,-5.33442009
1.60E+01,1.50E+01,350,10000000,10000000,0.8,-5.266802735
1.60E+01,1.50E+01,400,1000,1000,-0.2,-10.22841252
1.60E+01,1.50E+01,400,1000,1000,-0.15,-10.23807216
1.60E+01,1.50E+01,400,1000,1000,-0.1,-10.2636035
1.60E+01,1.50E+01,400,1000,1000,-0.05,-10.36552273
1.60E+01,1.50E+01,400,1000,1000,0,-22.34872199
1.60E+01,1.50E+01,400,1000,1000,0.05,-9.772113295
1.60E+01,1.50E+01,400,1000,1000,0.1,-9.080398976
1.60E+01,1.50E+01,400,1000,1000,0.15,-8.473660723
1.60E+01,1.50E+01,400,1000,1000,0.2,-7.903089987
1.60E+01,1.50E+01,400,1000,1000,0.25,-7.373659633
1.60E+01,1.50E+01,400,1000,1000,0.3,-6.906578315
1.60E+01,1.50E+01,400,1000,1000,0.35,-6.514278574
1.60E+01,1.50E+01,400,1000,1000,0.4,-6.200659451
1.60E+01,1.50E+01,400,1000,1000,0.45,-5.946921557
1.60E+01,1.50E+01,400,1000,1000,0.5,-5.749579998
1.60E+01,1.50E+01,400,1000,1000,0.55,-5.598599459
1.60E+01,1.50E+01,400,1000,1000,0.6,-5.485452247
1.60E+01,1.50E+01,400,1000,1000,0.65,-5.399027104
1.60E+01,1.50E+01,400,1000,1000,0.7,-5.330683119
1.60E+01,1.50E+01,400,1000,1000,0.75,-5.274905479
1.60E+01,1.50E+01,400,1000,1000,0.8,-5.228412519
1.60E+01,1.50E+01,400,1000,100000,-0.2,-10.22841252
1.60E+01,1.50E+01,400,1000,100000,-0.15,-10.23807216
1.60E+01,1.50E+01,400,1000,100000,-0.1,-10.2636035
1.60E+01,1.50E+01,400,1000,100000,-0.05,-10.36552273
1.60E+01,1.50E+01,400,1000,100000,0,-22.34872199
1.60E+01,1.50E+01,400,1000,100000,0.05,-9.772113295
1.60E+01,1.50E+01,400,1000,100000,0.1,-9.080398976
1.60E+01,1.50E+01,400,1000,100000,0.15,-8.473660723
1.60E+01,1.50E+01,400,1000,100000,0.2,-7.903089987
1.60E+01,1.50E+01,400,1000,100000,0.25,-7.373659633
1.60E+01,1.50E+01,400,1000,100000,0.3,-6.906578315
1.60E+01,1.50E+01,400,1000,100000,0.35,-6.514278574
1.60E+01,1.50E+01,400,1000,100000,0.4,-6.200659451
1.60E+01,1.50E+01,400,1000,100000,0.45,-5.946921557
1.60E+01,1.50E+01,400,1000,100000,0.5,-5.749579998
1.60E+01,1.50E+01,400,1000,100000,0.55,-5.598599459
1.60E+01,1.50E+01,400,1000,100000,0.6,-5.485452247
1.60E+01,1.50E+01,400,1000,100000,0.65,-5.399027104
1.60E+01,1.50E+01,400,1000,100000,0.7,-5.330683119
1.60E+01,1.50E+01,400,1000,100000,0.75,-5.274905479
1.60E+01,1.50E+01,400,1000,100000,0.8,-5.228412519
1.60E+01,1.50E+01,400,1000,10000000,-0.2,-10.22841252
1.60E+01,1.50E+01,400,1000,10000000,-0.15,-10.23807216
1.60E+01,1.50E+01,400,1000,10000000,-0.1,-10.2636035
1.60E+01,1.50E+01,400,1000,10000000,-0.05,-10.36552273
1.60E+01,1.50E+01,400,1000,10000000,0,-22.34872199
1.60E+01,1.50E+01,400,1000,10000000,0.05,-9.772113295
1.60E+01,1.50E+01,400,1000,10000000,0.1,-9.080398976
1.60E+01,1.50E+01,400,1000,10000000,0.15,-8.473660723
1.60E+01,1.50E+01,400,1000,10000000,0.2,-7.903089987
1.60E+01,1.50E+01,400,1000,10000000,0.25,-7.373659633
1.60E+01,1.50E+01,400,1000,10000000,0.3,-6.906578315
1.60E+01,1.50E+01,400,1000,10000000,0.35,-6.514278574
1.60E+01,1.50E+01,400,1000,10000000,0.4,-6.200659451
1.60E+01,1.50E+01,400,1000,10000000,0.45,-5.946921557
1.60E+01,1.50E+01,400,1000,10000000,0.5,-5.749579998
1.60E+01,1.50E+01,400,1000,10000000,0.55,-5.598599459
1.60E+01,1.50E+01,400,1000,10000000,0.6,-5.485452247
1.60E+01,1.50E+01,400,1000,10000000,0.65,-5.399027104
1.60E+01,1.50E+01,400,1000,10000000,0.7,-5.330683119
1.60E+01,1.50E+01,400,1000,10000000,0.75,-5.274905479
1.60E+01,1.50E+01,400,1000,10000000,0.8,-5.228412519
1.60E+01,1.50E+01,400,100000,1000,-0.2,-10.22841252
1.60E+01,1.50E+01,400,100000,1000,-0.15,-10.23807216
1.60E+01,1.50E+01,400,100000,1000,-0.1,-10.2636035
1.60E+01,1.50E+01,400,100000,1000,-0.05,-10.36552273
1.60E+01,1.50E+01,400,100000,1000,0,-22.34872199
1.60E+01,1.50E+01,400,100000,1000,0.05,-9.772113295
1.60E+01,1.50E+01,400,100000,1000,0.1,-9.080398976
1.60E+01,1.50E+01,400,100000,1000,0.15,-8.473660723
1.60E+01,1.50E+01,400,100000,1000,0.2,-7.903089987
1.60E+01,1.50E+01,400,100000,1000,0.25,-7.373659633
1.60E+01,1.50E+01,400,100000,1000,0.3,-6.906578315
1.60E+01,1.50E+01,400,100000,1000,0.35,-6.514278574
1.60E+01,1.50E+01,400,100000,1000,0.4,-6.200659451
1.60E+01,1.50E+01,400,100000,1000,0.45,-5.946921557
1.60E+01,1.50E+01,400,100000,1000,0.5,-5.749579998
1.60E+01,1.50E+01,400,100000,1000,0.55,-5.598599459
1.60E+01,1.50E+01,400,100000,1000,0.6,-5.485452247
1.60E+01,1.50E+01,400,100000,1000,0.65,-5.399027104
1.60E+01,1.50E+01,400,100000,1000,0.7,-5.330683119
1.60E+01,1.50E+01,400,100000,1000,0.75,-5.274905479
1.60E+01,1.50E+01,400,100000,1000,0.8,-5.228412519
1.60E+01,1.50E+01,400,100000,100000,-0.2,-10.22841252
1.60E+01,1.50E+01,400,100000,100000,-0.15,-10.23807216
1.60E+01,1.50E+01,400,100000,100000,-0.1,-10.2636035
1.60E+01,1.50E+01,400,100000,100000,-0.05,-10.36552273
1.60E+01,1.50E+01,400,100000,100000,0,-22.34872199
1.60E+01,1.50E+01,400,100000,100000,0.05,-9.772113295
1.60E+01,1.50E+01,400,100000,100000,0.1,-9.080398976
1.60E+01,1.50E+01,400,100000,100000,0.15,-8.473660723
1.60E+01,1.50E+01,400,100000,100000,0.2,-7.903089987
1.60E+01,1.50E+01,400,100000,100000,0.25,-7.373659633
1.60E+01,1.50E+01,400,100000,100000,0.3,-6.906578315
1.60E+01,1.50E+01,400,100000,100000,0.35,-6.514278574
1.60E+01,1.50E+01,400,100000,100000,0.4,-6.200659451
1.60E+01,1.50E+01,400,100000,100000,0.45,-5.946921557
1.60E+01,1.50E+01,400,100000,100000,0.5,-5.749579998
1.60E+01,1.50E+01,400,100000,100000,0.55,-5.598599459
1.60E+01,1.50E+01,400,100000,100000,0.6,-5.485452247
1.60E+01,1.50E+01,400,100000,100000,0.65,-5.399027104
1.60E+01,1.50E+01,400,100000,100000,0.7,-5.330683119
1.60E+01,1.50E+01,400,100000,100000,0.75,-5.274905479
1.60E+01,1.50E+01,400,100000,100000,0.8,-5.228412519
1.60E+01,1.50E+01,400,100000,10000000,-0.2,-10.22841252
1.60E+01,1.50E+01,400,100000,10000000,-0.15,-10.23807216
1.60E+01,1.50E+01,400,100000,10000000,-0.1,-10.2636035
1.60E+01,1.50E+01,400,100000,10000000,-0.05,-10.36552273
1.60E+01,1.50E+01,400,100000,10000000,0,-22.34872199
1.60E+01,1.50E+01,400,100000,10000000,0.05,-9.772113295
1.60E+01,1.50E+01,400,100000,10000000,0.1,-9.080398976
1.60E+01,1.50E+01,400,100000,10000000,0.15,-8.473660723
1.60E+01,1.50E+01,400,100000,10000000,0.2,-7.903089987
1.60E+01,1.50E+01,400,100000,10000000,0.25,-7.373659633
1.60E+01,1.50E+01,400,100000,10000000,0.3,-6.906578315
1.60E+01,1.50E+01,400,100000,10000000,0.35,-6.514278574
1.60E+01,1.50E+01,400,100000,10000000,0.4,-6.200659451
1.60E+01,1.50E+01,400,100000,10000000,0.45,-5.946921557
1.60E+01,1.50E+01,400,100000,10000000,0.5,-5.749579998
1.60E+01,1.50E+01,400,100000,10000000,0.55,-5.598599459
1.60E+01,1.50E+01,400,100000,10000000,0.6,-5.485452247
1.60E+01,1.50E+01,400,100000,10000000,0.65,-5.399027104
1.60E+01,1.50E+01,400,100000,10000000,0.7,-5.330683119
1.60E+01,1.50E+01,400,100000,10000000,0.75,-5.274905479
1.60E+01,1.50E+01,400,100000,10000000,0.8,-5.228412519
1.60E+01,1.50E+01,400,10000000,1000,-0.2,-10.22841252
1.60E+01,1.50E+01,400,10000000,1000,-0.15,-10.23807216
1.60E+01,1.50E+01,400,10000000,1000,-0.1,-10.2636035
1.60E+01,1.50E+01,400,10000000,1000,-0.05,-10.36552273
1.60E+01,1.50E+01,400,10000000,1000,0,-22.34872199
1.60E+01,1.50E+01,400,10000000,1000,0.05,-9.772113295
1.60E+01,1.50E+01,400,10000000,1000,0.1,-9.080398976
1.60E+01,1.50E+01,400,10000000,1000,0.15,-8.473660723
1.60E+01,1.50E+01,400,10000000,1000,0.2,-7.903089987
1.60E+01,1.50E+01,400,10000000,1000,0.25,-7.373659633
1.60E+01,1.50E+01,400,10000000,1000,0.3,-6.906578315
1.60E+01,1.50E+01,400,10000000,1000,0.35,-6.514278574
1.60E+01,1.50E+01,400,10000000,1000,0.4,-6.200659451
1.60E+01,1.50E+01,400,10000000,1000,0.45,-5.946921557
1.60E+01,1.50E+01,400,10000000,1000,0.5,-5.749579998
1.60E+01,1.50E+01,400,10000000,1000,0.55,-5.598599459
1.60E+01,1.50E+01,400,10000000,1000,0.6,-5.485452247
1.60E+01,1.50E+01,400,10000000,1000,0.65,-5.399027104
1.60E+01,1.50E+01,400,10000000,1000,0.7,-5.330683119
1.60E+01,1.50E+01,400,10000000,1000,0.75,-5.274905479
1.60E+01,1.50E+01,400,10000000,1000,0.8,-5.228412519
1.60E+01,1.50E+01,400,10000000,100000,-0.2,-10.22841252
1.60E+01,1.50E+01,400,10000000,100000,-0.15,-10.23807216
1.60E+01,1.50E+01,400,10000000,100000,-0.1,-10.2636035
1.60E+01,1.50E+01,400,10000000,100000,-0.05,-10.36552273
1.60E+01,1.50E+01,400,10000000,100000,0,-22.34872199
1.60E+01,1.50E+01,400,10000000,100000,0.05,-9.772113295
1.60E+01,1.50E+01,400,10000000,100000,0.1,-9.080398976
1.60E+01,1.50E+01,400,10000000,100000,0.15,-8.473660723
1.60E+01,1.50E+01,400,10000000,100000,0.2,-7.903089987
1.60E+01,1.50E+01,400,10000000,100000,0.25,-7.373659633
1.60E+01,1.50E+01,400,10000000,100000,0.3,-6.906578315
1.60E+01,1.50E+01,400,10000000,100000,0.35,-6.514278574
1.60E+01,1.50E+01,400,10000000,100000,0.4,-6.200659451
1.60E+01,1.50E+01,400,10000000,100000,0.45,-5.946921557
1.60E+01,1.50E+01,400,10000000,100000,0.5,-5.749579998
1.60E+01,1.50E+01,400,10000000,100000,0.55,-5.598599459
1.60E+01,1.50E+01,400,10000000,100000,0.6,-5.485452247
1.60E+01,1.50E+01,400,10000000,100000,0.65,-5.399027104
1.60E+01,1.50E+01,400,10000000,100000,0.7,-5.330683119
1.60E+01,1.50E+01,400,10000000,100000,0.75,-5.274905479
1.60E+01,1.50E+01,400,10000000,100000,0.8,-5.228412519
1.60E+01,1.50E+01,400,10000000,10000000,-0.2,-10.22841252
1.60E+01,1.50E+01,400,10000000,10000000,-0.15,-10.23807216
1.60E+01,1.50E+01,400,10000000,10000000,-0.1,-10.2636035
1.60E+01,1.50E+01,400,10000000,10000000,-0.05,-10.36552273
1.60E+01,1.50E+01,400,10000000,10000000,0,-22.34872199
1.60E+01,1.50E+01,400,10000000,10000000,0.05,-9.772113295
1.60E+01,1.50E+01,400,10000000,10000000,0.1,-9.080398976
1.60E+01,1.50E+01,400,10000000,10000000,0.15,-8.473660723
1.60E+01,1.50E+01,400,10000000,10000000,0.2,-7.903089987
1.60E+01,1.50E+01,400,10000000,10000000,0.25,-7.373659633
1.60E+01,1.50E+01,400,10000000,10000000,0.3,-6.906578315
1.60E+01,1.50E+01,400,10000000,10000000,0.35,-6.514278574
1.60E+01,1.50E+01,400,10000000,10000000,0.4,-6.200659451
1.60E+01,1.50E+01,400,10000000,10000000,0.45,-5.946921557
1.60E+01,1.50E+01,400,10000000,10000000,0.5,-5.749579998
1.60E+01,1.50E+01,400,10000000,10000000,0.55,-5.598599459
1.60E+01,1.50E+01,400,10000000,10000000,0.6,-5.485452247
1.60E+01,1.50E+01,400,10000000,10000000,0.65,-5.399027104
1.60E+01,1.50E+01,400,10000000,10000000,0.7,-5.330683119
1.60E+01,1.50E+01,400,10000000,10000000,0.75,-5.274905479
1.60E+01,1.50E+01,400,10000000,10000000,0.8,-5.228412519
1.60E+01,1.50E+01,450,1000,1000,-0.2,-8.463441557
1.60E+01,1.50E+01,450,1000,1000,-0.15,-8.482804102
1.60E+01,1.50E+01,450,1000,1000,-0.1,-8.521433504
1.60E+01,1.50E+01,450,1000,1000,-0.05,-8.647817482
1.60E+01,1.50E+01,450,1000,1000,0,-21.70553377
1.60E+01,1.50E+01,450,1000,1000,0.05,-8.179798541
1.60E+01,1.50E+01,450,1000,1000,0.1,-7.596879479
1.60E+01,1.50E+01,450,1000,1000,0.15,-7.137272472
1.60E+01,1.50E+01,450,1000,1000,0.2,-6.749579998
1.60E+01,1.50E+01,450,1000,1000,0.25,-6.42945706
1.60E+01,1.50E+01,450,1000,1000,0.3,-6.168130226
1.60E+01,1.50E+01,450,1000,1000,0.35,-5.954677021
1.60E+01,1.50E+01,450,1000,1000,0.4,-5.779891912
1.60E+01,1.50E+01,450,1000,1000,0.45,-5.645891561
1.60E+01,1.50E+01,450,1000,1000,0.5,-5.539102157
1.60E+01,1.50E+01,450,1000,1000,0.55,-5.455931956
1.60E+01,1.50E+01,450,1000,1000,0.6,-5.388276692
1.60E+01,1.50E+01,450,1000,1000,0.65,-5.332547047
1.60E+01,1.50E+01,450,1000,1000,0.7,-5.28567024
1.60E+01,1.50E+01,450,1000,1000,0.75,-5.245651664
1.60E+01,1.50E+01,450,1000,1000,0.8,-5.210419288
1.60E+01,1.50E+01,450,1000,100000,-0.2,-8.463441557
1.60E+01,1.50E+01,450,1000,100000,-0.15,-8.482804102
1.60E+01,1.50E+01,450,1000,100000,-0.1,-8.521433504
1.60E+01,1.50E+01,450,1000,100000,-0.05,-8.647817482
1.60E+01,1.50E+01,450,1000,100000,0,-21.70553377
1.60E+01,1.50E+01,450,1000,100000,0.05,-8.179798541
1.60E+01,1.50E+01,450,1000,100000,0.1,-7.596879479
1.60E+01,1.50E+01,450,1000,100000,0.15,-7.137272472
1.60E+01,1.50E+01,450,1000,100000,0.2,-6.749579998
1.60E+01,1.50E+01,450,1000,100000,0.25,-6.42945706
1.60E+01,1.50E+01,450,1000,100000,0.3,-6.168130226
1.60E+01,1.50E+01,450,1000,100000,0.35,-5.954677021
1.60E+01,1.50E+01,450,1000,100000,0.4,-5.779891912
1.60E+01,1.50E+01,450,1000,100000,0.45,-5.645891561
1.60E+01,1.50E+01,450,1000,100000,0.5,-5.539102157
1.60E+01,1.50E+01,450,1000,100000,0.55,-5.455931956
1.60E+01,1.50E+01,450,1000,100000,0.6,-5.388276692
1.60E+01,1.50E+01,450,1000,100000,0.65,-5.332547047
1.60E+01,1.50E+01,450,1000,100000,0.7,-5.28567024
1.60E+01,1.50E+01,450,1000,100000,0.75,-5.245651664
1.60E+01,1.50E+01,450,1000,100000,0.8,-5.210419288
1.60E+01,1.50E+01,450,1000,10000000,-0.2,-8.463441557
1.60E+01,1.50E+01,450,1000,10000000,-0.15,-8.482804102
1.60E+01,1.50E+01,450,1000,10000000,-0.1,-8.521433504
1.60E+01,1.50E+01,450,1000,10000000,-0.05,-8.647817482
1.60E+01,1.50E+01,450,1000,10000000,0,-21.70553377
1.60E+01,1.50E+01,450,1000,10000000,0.05,-8.179798541
1.60E+01,1.50E+01,450,1000,10000000,0.1,-7.596879479
1.60E+01,1.50E+01,450,1000,10000000,0.15,-7.137272472
1.60E+01,1.50E+01,450,1000,10000000,0.2,-6.749579998
1.60E+01,1.50E+01,450,1000,10000000,0.25,-6.42945706
1.60E+01,1.50E+01,450,1000,10000000,0.3,-6.168130226
1.60E+01,1.50E+01,450,1000,10000000,0.35,-5.954677021
1.60E+01,1.50E+01,450,1000,10000000,0.4,-5.779891912
1.60E+01,1.50E+01,450,1000,10000000,0.45,-5.645891561
1.60E+01,1.50E+01,450,1000,10000000,0.5,-5.539102157
1.60E+01,1.50E+01,450,1000,10000000,0.55,-5.455931956
1.60E+01,1.50E+01,450,1000,10000000,0.6,-5.388276692
1.60E+01,1.50E+01,450,1000,10000000,0.65,-5.332547047
1.60E+01,1.50E+01,450,1000,10000000,0.7,-5.28567024
1.60E+01,1.50E+01,450,1000,10000000,0.75,-5.245651664
1.60E+01,1.50E+01,450,1000,10000000,0.8,-5.210419288
1.60E+01,1.50E+01,450,100000,1000,-0.2,-8.463441557
1.60E+01,1.50E+01,450,100000,1000,-0.15,-8.482804102
1.60E+01,1.50E+01,450,100000,1000,-0.1,-8.521433504
1.60E+01,1.50E+01,450,100000,1000,-0.05,-8.647817482
1.60E+01,1.50E+01,450,100000,1000,0,-21.70553377
1.60E+01,1.50E+01,450,100000,1000,0.05,-8.179798541
1.60E+01,1.50E+01,450,100000,1000,0.1,-7.596879479
1.60E+01,1.50E+01,450,100000,1000,0.15,-7.137272472
1.60E+01,1.50E+01,450,100000,1000,0.2,-6.749579998
1.60E+01,1.50E+01,450,100000,1000,0.25,-6.42945706
1.60E+01,1.50E+01,450,100000,1000,0.3,-6.168130226
1.60E+01,1.50E+01,450,100000,1000,0.35,-5.954677021
1.60E+01,1.50E+01,450,100000,1000,0.4,-5.779891912
1.60E+01,1.50E+01,450,100000,1000,0.45,-5.645891561
1.60E+01,1.50E+01,450,100000,1000,0.5,-5.539102157
1.60E+01,1.50E+01,450,100000,1000,0.55,-5.455931956
1.60E+01,1.50E+01,450,100000,1000,0.6,-5.388276692
1.60E+01,1.50E+01,450,100000,1000,0.65,-5.332547047
1.60E+01,1.50E+01,450,100000,1000,0.7,-5.28567024
1.60E+01,1.50E+01,450,100000,1000,0.75,-5.245651664
1.60E+01,1.50E+01,450,100000,1000,0.8,-5.210419288
1.60E+01,1.50E+01,450,100000,100000,-0.2,-8.463441557
1.60E+01,1.50E+01,450,100000,100000,-0.15,-8.482804102
1.60E+01,1.50E+01,450,100000,100000,-0.1,-8.521433504
1.60E+01,1.50E+01,450,100000,100000,-0.05,-8.647817482
1.60E+01,1.50E+01,450,100000,100000,0,-21.70553377
1.60E+01,1.50E+01,450,100000,100000,0.05,-8.179798541
1.60E+01,1.50E+01,450,100000,100000,0.1,-7.596879479
1.60E+01,1.50E+01,450,100000,100000,0.15,-7.137272472
1.60E+01,1.50E+01,450,100000,100000,0.2,-6.749579998
1.60E+01,1.50E+01,450,100000,100000,0.25,-6.42945706
1.60E+01,1.50E+01,450,100000,100000,0.3,-6.168130226
1.60E+01,1.50E+01,450,100000,100000,0.35,-5.954677021
1.60E+01,1.50E+01,450,100000,100000,0.4,-5.779891912
1.60E+01,1.50E+01,450,100000,100000,0.45,-5.645891561
1.60E+01,1.50E+01,450,100000,100000,0.5,-5.539102157
1.60E+01,1.50E+01,450,100000,100000,0.55,-5.455931956
1.60E+01,1.50E+01,450,100000,100000,0.6,-5.388276692
1.60E+01,1.50E+01,450,100000,100000,0.65,-5.332547047
1.60E+01,1.50E+01,450,100000,100000,0.7,-5.28567024
1.60E+01,1.50E+01,450,100000,100000,0.75,-5.245651664
1.60E+01,1.50E+01,450,100000,100000,0.8,-5.210419288
1.60E+01,1.50E+01,450,100000,10000000,-0.2,-8.463441557
1.60E+01,1.50E+01,450,100000,10000000,-0.15,-8.482804102
1.60E+01,1.50E+01,450,100000,10000000,-0.1,-8.521433504
1.60E+01,1.50E+01,450,100000,10000000,-0.05,-8.647817482
1.60E+01,1.50E+01,450,100000,10000000,0,-21.70553377
1.60E+01,1.50E+01,450,100000,10000000,0.05,-8.179798541
1.60E+01,1.50E+01,450,100000,10000000,0.1,-7.596879479
1.60E+01,1.50E+01,450,100000,10000000,0.15,-7.137272472
1.60E+01,1.50E+01,450,100000,10000000,0.2,-6.749579998
1.60E+01,1.50E+01,450,100000,10000000,0.25,-6.42945706
1.60E+01,1.50E+01,450,100000,10000000,0.3,-6.168130226
1.60E+01,1.50E+01,450,100000,10000000,0.35,-5.954677021
1.60E+01,1.50E+01,450,100000,10000000,0.4,-5.779891912
1.60E+01,1.50E+01,450,100000,10000000,0.45,-5.645891561
1.60E+01,1.50E+01,450,100000,10000000,0.5,-5.539102157
1.60E+01,1.50E+01,450,100000,10000000,0.55,-5.455931956
1.60E+01,1.50E+01,450,100000,10000000,0.6,-5.388276692
1.60E+01,1.50E+01,450,100000,10000000,0.65,-5.332547047
1.60E+01,1.50E+01,450,100000,10000000,0.7,-5.28567024
1.60E+01,1.50E+01,450,100000,10000000,0.75,-5.245651664
1.60E+01,1.50E+01,450,100000,10000000,0.8,-5.210419288
1.60E+01,1.50E+01,450,10000000,1000,-0.2,-8.463441557
1.60E+01,1.50E+01,450,10000000,1000,-0.15,-8.482804102
1.60E+01,1.50E+01,450,10000000,1000,-0.1,-8.521433504
1.60E+01,1.50E+01,450,10000000,1000,-0.05,-8.647817482
1.60E+01,1.50E+01,450,10000000,1000,0,-21.70553377
1.60E+01,1.50E+01,450,10000000,1000,0.05,-8.179798541
1.60E+01,1.50E+01,450,10000000,1000,0.1,-7.596879479
1.60E+01,1.50E+01,450,10000000,1000,0.15,-7.137272472
1.60E+01,1.50E+01,450,10000000,1000,0.2,-6.749579998
1.60E+01,1.50E+01,450,10000000,1000,0.25,-6.42945706
1.60E+01,1.50E+01,450,10000000,1000,0.3,-6.168130226
1.60E+01,1.50E+01,450,10000000,1000,0.35,-5.954677021
1.60E+01,1.50E+01,450,10000000,1000,0.4,-5.779891912
1.60E+01,1.50E+01,450,10000000,1000,0.45,-5.645891561
1.60E+01,1.50E+01,450,10000000,1000,0.5,-5.539102157
1.60E+01,1.50E+01,450,10000000,1000,0.55,-5.455931956
1.60E+01,1.50E+01,450,10000000,1000,0.6,-5.388276692
1.60E+01,1.50E+01,450,10000000,1000,0.65,-5.332547047
1.60E+01,1.50E+01,450,10000000,1000,0.7,-5.28567024
1.60E+01,1.50E+01,450,10000000,1000,0.75,-5.245651664
1.60E+01,1.50E+01,450,10000000,1000,0.8,-5.210419288
1.60E+01,1.50E+01,450,10000000,100000,-0.2,-8.463441557
1.60E+01,1.50E+01,450,10000000,100000,-0.15,-8.482804102
1.60E+01,1.50E+01,450,10000000,100000,-0.1,-8.521433504
1.60E+01,1.50E+01,450,10000000,100000,-0.05,-8.647817482
1.60E+01,1.50E+01,450,10000000,100000,0,-21.70553377
1.60E+01,1.50E+01,450,10000000,100000,0.05,-8.179798541
1.60E+01,1.50E+01,450,10000000,100000,0.1,-7.596879479
1.60E+01,1.50E+01,450,10000000,100000,0.15,-7.137272472
1.60E+01,1.50E+01,450,10000000,100000,0.2,-6.749579998
1.60E+01,1.50E+01,450,10000000,100000,0.25,-6.42945706
1.60E+01,1.50E+01,450,10000000,100000,0.3,-6.168130226
1.60E+01,1.50E+01,450,10000000,100000,0.35,-5.954677021
1.60E+01,1.50E+01,450,10000000,100000,0.4,-5.779891912
1.60E+01,1.50E+01,450,10000000,100000,0.45,-5.645891561
1.60E+01,1.50E+01,450,10000000,100000,0.5,-5.539102157
1.60E+01,1.50E+01,450,10000000,100000,0.55,-5.455931956
1.60E+01,1.50E+01,450,10000000,100000,0.6,-5.388276692
1.60E+01,1.50E+01,450,10000000,100000,0.65,-5.332547047
1.60E+01,1.50E+01,450,10000000,100000,0.7,-5.28567024
1.60E+01,1.50E+01,450,10000000,100000,0.75,-5.245651664
1.60E+01,1.50E+01,450,10000000,100000,0.8,-5.210419288
1.60E+01,1.50E+01,450,10000000,10000000,-0.2,-8.463441557
1.60E+01,1.50E+01,450,10000000,10000000,-0.15,-8.482804102
1.60E+01,1.50E+01,450,10000000,10000000,-0.1,-8.521433504
1.60E+01,1.50E+01,450,10000000,10000000,-0.05,-8.647817482
1.60E+01,1.50E+01,450,10000000,10000000,0,-21.70553377
1.60E+01,1.50E+01,450,10000000,10000000,0.05,-8.179798541
1.60E+01,1.50E+01,450,10000000,10000000,0.1,-7.596879479
1.60E+01,1.50E+01,450,10000000,10000000,0.15,-7.137272472
1.60E+01,1.50E+01,450,10000000,10000000,0.2,-6.749579998
1.60E+01,1.50E+01,450,10000000,10000000,0.25,-6.42945706
1.60E+01,1.50E+01,450,10000000,10000000,0.3,-6.168130226
1.60E+01,1.50E+01,450,10000000,10000000,0.35,-5.954677021
1.60E+01,1.50E+01,450,10000000,10000000,0.4,-5.779891912
1.60E+01,1.50E+01,450,10000000,10000000,0.45,-5.645891561
1.60E+01,1.50E+01,450,10000000,10000000,0.5,-5.539102157
1.60E+01,1.50E+01,450,10000000,10000000,0.55,-5.455931956
1.60E+01,1.50E+01,450,10000000,10000000,0.6,-5.388276692
1.60E+01,1.50E+01,450,10000000,10000000,0.65,-5.332547047
1.60E+01,1.50E+01,450,10000000,10000000,0.7,-5.28567024
1.60E+01,1.50E+01,450,10000000,10000000,0.75,-5.245651664
1.60E+01,1.50E+01,450,10000000,10000000,0.8,-5.210419288
1.60E+01,1.60E+01,250,1000,1000,-0.2,-19.68824614
1.60E+01,1.60E+01,250,1000,1000,-0.15,-19.7721133
1.60E+01,1.60E+01,250,1000,1000,-0.1,-19.87942607
1.60E+01,1.60E+01,250,1000,1000,-0.05,-19.84771166
1.60E+01,1.60E+01,250,1000,1000,0,-23.59345982
1.60E+01,1.60E+01,250,1000,1000,0.05,-19.44129143
1.60E+01,1.60E+01,250,1000,1000,0.1,-18.5421181
1.60E+01,1.60E+01,250,1000,1000,0.15,-17.627088
1.60E+01,1.60E+01,250,1000,1000,0.2,-16.67366414
1.60E+01,1.60E+01,250,1000,1000,0.25,-15.70774393
1.60E+01,1.60E+01,250,1000,1000,0.3,-14.73992861
1.60E+01,1.60E+01,250,1000,1000,0.35,-13.7721133
1.60E+01,1.60E+01,250,1000,1000,0.4,-12.81247928
1.60E+01,1.60E+01,250,1000,1000,0.45,-11.8569852
1.60E+01,1.60E+01,250,1000,1000,0.5,-10.90308999
1.60E+01,1.60E+01,250,1000,1000,0.55,-9.958607315
1.60E+01,1.60E+01,250,1000,1000,0.6,-9.01622874
1.60E+01,1.60E+01,250,1000,1000,0.65,-8.078313525
1.60E+01,1.60E+01,250,1000,1000,0.7,-7.161780778
1.60E+01,1.60E+01,250,1000,1000,0.75,-6.328827157
1.60E+01,1.60E+01,250,1000,1000,0.8,-5.70333481
1.60E+01,1.60E+01,250,1000,100000,-0.2,-19.68824614
1.60E+01,1.60E+01,250,1000,100000,-0.15,-19.7721133
